season,team1,team2,toss_winner,toss_decision,venue,winner,result,result_margin,target_runs
6,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Feroz Shah Kotla,Rajasthan Royals,wickets,4.0,133.0
6,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Eden Gardens,Mumbai Indians,wickets,4.0,166.0
6,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Eden Gardens,Mumbai Indians,runs,23.0,149.0
7,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Kolkata Knight Riders,runs,41.0,164.0
7,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sharjah Cricket Stadium,Royal Challengers Bangalore,wickets,8.0,146.0
7,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sheikh Zayed Stadium,Rajasthan Royals,wickets,6.0,206.0
7,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Sheikh Zayed Stadium,Punjab Kings,wickets,4.0,134.0
7,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Dubai International Cricket Stadium,Delhi Capitals,wickets,7.0,116.0
7,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,Royal Challengers Bangalore,wickets,4.0,167.0
7,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Sharjah Cricket Stadium,Punjab Kings,wickets,7.0,192.0
7,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Sheikh Zayed Stadium,Chennai Super Kings,runs,93.0,178.0
7,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,Punjab Kings,runs,72.0,194.0
7,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Dubai International Cricket Stadium,Chennai Super Kings,runs,7.0,141.0
7,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Sharjah Cricket Stadium,Kolkata Knight Riders,runs,2.0,151.0
7,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Sunrisers Hyderabad,runs,4.0,185.0
7,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Dubai International Cricket Stadium,Chennai Super Kings,wickets,7.0,142.0
7,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Sheikh Zayed Stadium,Rajasthan Royals,wickets,6.0,71.0
7,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Sheikh Zayed Stadium,Punjab Kings,runs,23.0,133.0
7,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sharjah Cricket Stadium,Chennai Super Kings,wickets,6.0,126.0
7,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Sharjah Cricket Stadium,Delhi Capitals,wickets,5.0,146.0
7,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Dubai International Cricket Stadium,Punjab Kings,wickets,5.0,125.0
7,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Sheikh Zayed Stadium,,tie,,153.0
7,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Dubai International Cricket Stadium,Sunrisers Hyderabad,runs,15.0,173.0
7,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,JSCA International Stadium Complex,Chennai Super Kings,runs,34.0,149.0
7,Mumbai Indians,Punjab Kings,Punjab Kings,bat,Wankhede Stadium,Mumbai Indians,wickets,5.0,169.0
7,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Feroz Shah Kotla,Rajasthan Royals,wickets,7.0,153.0
7,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,wickets,4.0,156.0
7,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Feroz Shah Kotla,Chennai Super Kings,runs,10.0,171.0
7,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Sardar Patel Stadium, Motera",Rajasthan Royals,wickets,8.0,179.0
7,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Wankhede Stadium,Mumbai Indians,runs,19.0,188.0
7,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Barabati Stadium,Punjab Kings,wickets,8.0,161.0
7,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Feroz Shah Kotla,Kolkata Knight Riders,runs,44.0,232.0
7,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,runs,32.0,135.0
7,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Punjab Kings,runs,32.0,199.0
7,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Chennai Super Kings,wickets,8.0,43.0
7,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Feroz Shah Kotla,Sunrisers Hyderabad,wickets,4.0,158.0
7,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,M Chinnaswamy Stadium,Rajasthan Royals,wickets,9.0,150.0
7,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Barabati Stadium,Kolkata Knight Riders,wickets,5.0,191.0
7,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,wickets,7.0,158.0
7,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,wickets,5.0,149.0
7,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,JSCA International Stadium Complex,Chennai Super Kings,runs,16.0,187.0
7,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Barabati Stadium,Kolkata Knight Riders,wickets,6.0,206.0
7,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal",Punjab Kings,wickets,6.0,142.0
7,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,"Sardar Patel Stadium, Motera",Rajasthan Royals,runs,62.0,202.0
7,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,JSCA International Stadium Complex,Royal Challengers Bangalore,wickets,5.0,139.0
7,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,wickets,7.0,143.0
7,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,"Sardar Patel Stadium, Motera",Mumbai Indians,runs,25.0,179.0
7,Delhi Capitals,Punjab Kings,Punjab Kings,field,Feroz Shah Kotla,Punjab Kings,wickets,4.0,165.0
7,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,7.0,161.0
7,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,wickets,8.0,155.0
7,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,wickets,7.0,157.0
7,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Eden Gardens,Kolkata Knight Riders,runs,30.0,196.0
7,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,JSCA International Stadium Complex,Sunrisers Hyderabad,wickets,6.0,186.0
7,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,runs,15.0,174.0
7,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Wankhede Stadium,Mumbai Indians,runs,16.0,180.0
7,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,M Chinnaswamy Stadium,Chennai Super Kings,wickets,8.0,155.0
7,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,4.0,161.0
7,Punjab Kings,Delhi Capitals,Punjab Kings,field,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,wickets,7.0,116.0
7,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,wickets,5.0,190.0
7,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Eden Gardens,Kolkata Knight Riders,runs,28.0,164.0
7,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Brabourne Stadium,Chennai Super Kings,wickets,7.0,174.0
7,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Wankhede Stadium,Punjab Kings,runs,24.0,227.0
7,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,M Chinnaswamy Stadium,Kolkata Knight Riders,wickets,3.0,200.0
8,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,7.0,169.0
8,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,runs,1.0,151.0
8,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Maharashtra Cricket Association Stadium,Rajasthan Royals,runs,26.0,163.0
8,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,runs,45.0,210.0
8,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Eden Gardens,Royal Challengers Bangalore,wickets,3.0,178.0
8,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Wankhede Stadium,Punjab Kings,wickets,3.0,185.0
8,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Feroz Shah Kotla,Rajasthan Royals,runs,18.0,178.0
8,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,M Chinnaswamy Stadium,Sunrisers Hyderabad,wickets,8.0,167.0
8,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,"Sardar Patel Stadium, Motera",Rajasthan Royals,wickets,7.0,165.0
8,Punjab Kings,Delhi Capitals,Punjab Kings,bat,Maharashtra Cricket Association Stadium,Delhi Capitals,wickets,5.0,166.0
8,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rajasthan Royals,wickets,6.0,128.0
8,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Wankhede Stadium,Chennai Super Kings,wickets,6.0,184.0
8,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,runs,4.0,168.0
8,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,wickets,4.0,156.0
8,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,"Sardar Patel Stadium, Motera",Rajasthan Royals,wickets,8.0,157.0
8,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Mumbai Indians,runs,18.0,210.0
8,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Feroz Shah Kotla,Kolkata Knight Riders,wickets,6.0,147.0
8,Rajasthan Royals,Punjab Kings,Punjab Kings,field,"Sardar Patel Stadium, Motera",,tie,,192.0
8,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,runs,16.0,118.0
8,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Chennai Super Kings,runs,27.0,182.0
8,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Feroz Shah Kotla,Delhi Capitals,runs,37.0,191.0
8,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,wickets,9.0,131.0
8,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Wankhede Stadium,Mumbai Indians,runs,20.0,158.0
8,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,runs,97.0,193.0
8,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Feroz Shah Kotla,Royal Challengers Bangalore,wickets,10.0,96.0
8,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,runs,20.0,151.0
8,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,runs,2.0,135.0
8,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,M Chinnaswamy Stadium,,no result,,
8,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,7.0,166.0
8,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Feroz Shah Kotla,Delhi Capitals,wickets,9.0,119.0
8,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Mumbai Indians,runs,8.0,188.0
8,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,wickets,7.0,112.0
8,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,runs,22.0,193.0
8,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Brabourne Stadium,Rajasthan Royals,runs,23.0,173.0
8,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,runs,14.0,190.0
8,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,runs,24.0,149.0
8,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,Kolkata Knight Riders,runs,35.0,168.0
8,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Wankhede Stadium,Mumbai Indians,wickets,5.0,153.0
8,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,runs,138.0,227.0
8,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Brabourne Stadium,Sunrisers Hyderabad,runs,13.0,172.0
8,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders,runs,7.0,202.0
8,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,wickets,6.0,159.0
8,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Eden Gardens,Kolkata Knight Riders,wickets,1.0,184.0
8,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,runs,6.0,164.0
8,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Wankhede Stadium,Royal Challengers Bangalore,runs,39.0,236.0
8,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,runs,12.0,158.0
8,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,runs,5.0,186.0
8,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,wickets,6.0,120.0
8,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,runs,22.0,107.0
8,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Wankhede Stadium,Mumbai Indians,runs,5.0,172.0
8,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,wickets,6.0,81.0
8,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Brabourne Stadium,Rajasthan Royals,wickets,7.0,131.0
8,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,runs,9.0,200.0
8,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,,no result,,188.0
8,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,wickets,9.0,114.0
8,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Wankhede Stadium,Mumbai Indians,runs,25.0,188.0
8,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,runs,71.0,181.0
8,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,JSCA International Stadium Complex,Chennai Super Kings,wickets,3.0,140.0
8,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Eden Gardens,Mumbai Indians,runs,41.0,203.0
9,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,Wankhede Stadium,Rising Pune Supergiants,wickets,9.0,122.0
9,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,9.0,99.0
9,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,wickets,5.0,162.0
9,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,runs,45.0,228.0
9,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Eden Gardens,Mumbai Indians,wickets,6.0,188.0
9,Gujarat Lions,Rising Pune Supergiants,Rising Pune Supergiants,bat,Saurashtra Cricket Association Stadium,Gujarat Lions,wickets,7.0,164.0
9,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Feroz Shah Kotla,Delhi Capitals,wickets,8.0,112.0
9,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,wickets,8.0,143.0
9,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Wankhede Stadium,Gujarat Lions,wickets,3.0,144.0
9,Punjab Kings,Rising Pune Supergiants,Rising Pune Supergiants,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,wickets,6.0,153.0
9,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,M Chinnaswamy Stadium,Delhi Capitals,wickets,7.0,192.0
9,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,wickets,7.0,143.0
9,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,wickets,6.0,139.0
9,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,wickets,6.0,171.0
9,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,wickets,10.0,136.0
9,Rising Pune Supergiants,Royal Challengers Bangalore,Rising Pune Supergiants,field,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,runs,13.0,186.0
9,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,runs,10.0,165.0
9,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Feroz Shah Kotla,Delhi Capitals,wickets,5.0,144.0
9,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,wickets,6.0,181.0
9,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Saurashtra Cricket Association Stadium,Gujarat Lions,wickets,2.0,161.0
9,Punjab Kings,Mumbai Indians,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,runs,25.0,190.0
9,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiants,runs,34.0,61.0
9,Delhi Capitals,Gujarat Lions,Delhi Capitals,field,Feroz Shah Kotla,Gujarat Lions,runs,1.0,173.0
9,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,wickets,6.0,175.0
9,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,Maharashtra Cricket Association Stadium,Gujarat Lions,wickets,3.0,196.0
9,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,runs,27.0,187.0
9,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Feroz Shah Kotla,Delhi Capitals,runs,15.0,195.0
9,Gujarat Lions,Punjab Kings,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Punjab Kings,runs,23.0,155.0
9,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,Maharashtra Cricket Association Stadium,Mumbai Indians,wickets,8.0,160.0
9,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,Kolkata Knight Riders,wickets,5.0,186.0
9,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,Saurashtra Cricket Association Stadium,Delhi Capitals,wickets,8.0,150.0
9,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Eden Gardens,Kolkata Knight Riders,runs,7.0,165.0
9,Delhi Capitals,Rising Pune Supergiants,Rising Pune Supergiants,field,Feroz Shah Kotla,Rising Pune Supergiants,wickets,7.0,163.0
9,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,wickets,5.0,127.0
9,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,wickets,7.0,192.0
9,Royal Challengers Bangalore,Rising Pune Supergiants,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,runs,9.0,182.0
9,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Eden Gardens,Gujarat Lions,runs,85.0,178.0
9,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,wickets,5.0,159.0
9,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Royal Challengers Bangalore,runs,1.0,176.0
9,Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,runs,4.0,138.0
9,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Mumbai Indians,wickets,6.0,152.0
9,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,"Rajiv Gandhi International Stadium, Uppal",Delhi Capitals,wickets,7.0,147.0
9,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Punjab Kings,wickets,7.0,125.0
9,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,runs,144.0,249.0
9,Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,bat,Eden Gardens,Kolkata Knight Riders,wickets,8.0,66.0
9,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,wickets,7.0,180.0
9,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,runs,80.0,207.0
9,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Eden Gardens,Royal Challengers Bangalore,wickets,9.0,184.0
9,Rising Pune Supergiants,Delhi Capitals,Rising Pune Supergiants,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,runs,19.0,58.0
9,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,runs,82.0,203.0
9,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,Green Park,Gujarat Lions,wickets,6.0,125.0
9,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,wickets,6.0,159.0
9,Rising Pune Supergiants,Punjab Kings,Punjab Kings,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,wickets,4.0,173.0
9,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,Green Park,Gujarat Lions,wickets,6.0,173.0
9,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,Kolkata Knight Riders,runs,22.0,172.0
9,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,wickets,6.0,139.0
9,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,wickets,4.0,159.0
9,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Feroz Shah Kotla,Sunrisers Hyderabad,runs,22.0,163.0
9,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Feroz Shah Kotla,Sunrisers Hyderabad,wickets,4.0,163.0
9,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,M Chinnaswamy Stadium,Sunrisers Hyderabad,runs,8.0,209.0
10,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,runs,35.0,208.0
10,Rising Pune Supergiants,Mumbai Indians,Rising Pune Supergiants,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,wickets,7.0,185.0
10,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,Saurashtra Cricket Association Stadium,Kolkata Knight Riders,wickets,10.0,184.0
10,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,M.Chinnaswamy Stadium,Royal Challengers Bangalore,wickets,6.0,164.0
10,Punjab Kings,Rising Pune Supergiants,Punjab Kings,field,Holkar Cricket Stadium,Punjab Kings,runs,15.0,158.0
10,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,wickets,9.0,136.0
10,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,wickets,4.0,179.0
